databaseA,databaseB,descriptionA,descriptionB,label,,
instructor-salary,YX-yxmc,salary: represents the annual salary of the instructor.,yxmc: name of a department,0,,
instructor-salary,YX-jzId,salary: represents the annual salary of the instructor.,jzId: identifier of a building,0,,
instructor-salary,YX-ys,salary: represents the annual salary of the instructor.,ys: budget for the department,0,,
instructor-salary,KC-kcId,salary: represents the annual salary of the instructor.,kcId: identifier of a course,0,,
instructor-salary,KC-mc,salary: represents the annual salary of the instructor.,mc: name of a course,0,,
instructor-salary,KC-yxmc,salary: represents the annual salary of the instructor.,yxmc: name of the department offering the course,0,,
instructor-salary,KC-xf,salary: represents the annual salary of the instructor.,xf: credits for the course.,0,,
instructor-salary,KC-yy,salary: represents the annual salary of the instructor.,yy: language of instruction for the course,0,,
instructor-salary,JS-jsId,salary: represents the annual salary of the instructor.,jsId: a unique identifier for each teacher,0,,
instructor-salary,JS-xm,salary: represents the annual salary of the instructor.,xm: the name of the teacher,0,,
instructor-salary,JS-yxmc,salary: represents the annual salary of the instructor.,yxmc: the name of the school where the teacher works,0,,
instructor-salary,JS-gn,salary: represents the annual salary of the instructor.,gn: the teacher's expertise or specialty,0,,
instructor-salary,JS-zj,salary: represents the annual salary of the instructor.,zj: the teacher's rank or seniority,0,,
instructor-salary,PXK-pxkId,salary: represents the annual salary of the instructor.,pxkId: a unique identifier for each course offering,0,,
instructor-salary,PXK-kcId,salary: represents the annual salary of the instructor.,kcId: the identifier of the course being offered,0,,
instructor-salary,PXK-khId,salary: represents the annual salary of the instructor.,khId: the identifier of the class section,0,,
instructor-salary,PXK-xq,salary: represents the annual salary of the instructor.,xq: the academic term or semester when the course is offered,0,,
instructor-salary,PXK-nf,salary: represents the annual salary of the instructor.,nf: the academic year when the course is offered,0,,
instructor-salary,KCM-pxkId,salary: represents the annual salary of the instructor.,pxkId: the identifier of the course offering,0,,
instructor-salary,KCM-jzId,salary: represents the annual salary of the instructor.,jzId: the identifier of the building where the course is held,0,,
instructor-salary,KCM-fjh,salary: represents the annual salary of the instructor.,fjh: the room number or identifier where the course is held,0,,
instructor-salary,KCM-scId,salary: represents the annual salary of the instructor.,scId: the identifier of the timeslot when the course is held,0,,
instructor-salary,JX-jsId,salary: represents the annual salary of the instructor.,jsId: the identifier of the teacher who instructs the course,0,,
instructor-salary,JX-pxkId,salary: represents the annual salary of the instructor.,pxkId: the identifier of the course offering being instructed,0,,
instructor-salary,JX-khr,salary: represents the annual salary of the instructor.,khr: the date when the course instruction starts,0,,
instructor-salary,JX-scId,salary: represents the annual salary of the instructor.,scId: the identifier of the timeslot when the course instruction is held,0,,
instructor-salary,JX-khjzId,salary: represents the annual salary of the instructor.,khjzId: the identifier of the building where the course instruction is held,0,,
instructor-salary,JX-khfjh,salary: represents the annual salary of the instructor.,khfjh: the room number or identifier where the course instruction is held,0,,
instructor-salary,XS-xsId,salary: represents the annual salary of the instructor.,xsId: a unique identifier for each student,0,,
instructor-salary,XS-xm,salary: represents the annual salary of the instructor.,xm: the name of the student,0,,
instructor-salary,XS-yxmc,salary: represents the annual salary of the instructor.,yxmc: the name of the school where the student is enrolled,0,,
instructor-salary,XS-zxf,salary: represents the annual salary of the instructor.,zxf: the total credits that the student has taken or is taking,0,,
instructor-salary,XS-zym,salary: represents the annual salary of the instructor.,zym: the name of the student's major,0,,
instructor-salary,XS-zzcj,salary: represents the annual salary of the instructor.,zzcj: the final grade of the student in the course,0,,
instructor-salary,XS-jsId,salary: represents the annual salary of the instructor.,jsId: the identifier of the teacher who instructs the course,0,,
instructor-salary,ZY-zym,salary: represents the annual salary of the instructor.,zym: the name of the major,0,,
instructor-salary,ZY-yxmc,salary: represents the annual salary of the instructor.,yxmc: the name of the school that offers the major,0,,
instructor-salary,ZY-xxnf,salary: represents the annual salary of the instructor.,xxnf: the academic year when the major is offered,0,,
instructor-salary,XX-xsId,salary: represents the annual salary of the instructor.,xsId: the identifier of the student who takes the course,0,,
instructor-salary,XX-pxkId,salary: represents the annual salary of the instructor.,pxkId: the identifier of the course offering being taken,0,,
instructor-salary,XX-cj,salary: represents the annual salary of the instructor.,cj: the grade of the student in the course,0,,
instructor-salary,SJ-scId,salary: represents the annual salary of the instructor.,scId: a unique identifier for each timeslot,0,,
instructor-salary,SJ-xq,salary: represents the annual salary of the instructor.,xq: the academic term or semester when the timeslot is offered,0,,
instructor-salary,SJ-kssj,salary: represents the annual salary of the instructor.,kssj: the start time of the timeslot,0,,
instructor-salary,SJ-jssj,salary: represents the annual salary of the instructor.,jssj: the end time of the timeslot,0,,
instructor-salary,XQ-kcId,salary: represents the annual salary of the instructor.,kcId: the identifier of the course being taken,0,,
instructor-salary,XQ-xykcId,salary: represents the annual salary of the instructor.,xykcId: the identifier of the course that serves as a prerequisite for the course,0,,
section-course_id,JZ-jzId,course_id: represents the unique identifier of the course.,jzId: identifier of a building,0,,
section-course_id,JZ-jzName,course_id: represents the unique identifier of the course.,jzName: the name of a building,0,,
section-course_id,JZ-wz,course_id: represents the unique identifier of the course.,wz: location of the building,0,,
section-course_id,FJ-jzId,course_id: represents the unique identifier of the course.,jzId: identifier of a building,0,,
section-course_id,FJ-fjh,course_id: represents the unique identifier of the course.,fjh: room number,0,,
section-course_id,FJ-rs,course_id: represents the unique identifier of the course.,rs: number of occupants in the room.,0,,
section-course_id,ysAp-jzId,course_id: represents the unique identifier of the course.,jzId: identifier of a building,0,,
section-course_id,ysAp-fjh,course_id: represents the unique identifier of the course.,fjh: room number,0,,
